epoch,accuracy,loss,val_accuracy,val_loss
0,0.05630354955792427,28.142107009887695,0.052941177040338516,19.15606689453125
1,0.0428396575152874,14.725136756896973,0.052941177040338516,12.645791053771973
2,0.0428396575152874,10.107894897460938,0.052941177040338516,9.77491569519043
3,0.045287638902664185,7.871426582336426,0.052941177040338516,10.485633850097656
4,0.04773561656475067,6.780656337738037,0.04117647185921669,6.161500453948975
5,0.05018359795212746,5.833217620849609,0.0470588244497776,5.471323013305664
6,0.05507956072688103,5.251375198364258,0.052941177040338516,4.986490249633789
7,0.0428396575152874,4.7589311599731445,0.052941177040338516,5.564097881317139
8,0.05263157933950424,4.4819746017456055,0.052941177040338516,4.377850532531738
9,0.04773561656475067,4.261419773101807,0.052941177040338516,4.0342817306518555
10,0.058751530945301056,4.1448869705200195,0.052941177040338516,4.022547245025635
11,0.053855568170547485,4.0109076499938965,0.052941177040338516,4.306950569152832
12,0.057527538388967514,3.9158577919006348,0.04117647185921669,3.941984176635742
13,0.03794369474053383,3.8723812103271484,0.04117647185921669,4.020414352416992
14,0.04651162773370743,3.818084955215454,0.052941177040338516,3.9804446697235107
15,0.04406364634633064,3.815056562423706,0.052941177040338516,4.391117095947266
16,0.062423501163721085,3.7113490104675293,0.04117647185921669,3.677412986755371
17,0.051407590508461,3.7088780403137207,0.052941177040338516,3.9394259452819824
18,0.05630354955792427,3.646045207977295,0.04117647185921669,4.252780914306641
19,0.0599755197763443,3.673651933670044,0.03529411926865578,3.7391231060028076
20,0.040391676127910614,3.6625118255615234,0.0470588244497776,3.6996915340423584
0,0.045287638902664185,3.7291817665100098,0.052941177040338516,14.195241928100586
0,0.05018359795212746,2.99902606010437,0.0470588244497776,2.9981400966644287
1,0.051407590508461,2.9993770122528076,0.052941177040338516,3.0006332397460938
2,0.040391676127910614,3.002415180206299,0.0470588244497776,2.9990642070770264
3,0.03916768729686737,3.0016286373138428,0.052941177040338516,2.9976537227630615
4,0.05018359795212746,2.998469352722168,0.052941177040338516,2.997401237487793
0,0.029375765472650528,3.3433938026428223,0.0470588244497776,3.029202461242676
0,0.04651162773370743,4.029146194458008,0.052941177040338516,3.3088018894195557
1,0.03182374686002731,3.122267484664917,0.052941177040338516,3.0338428020477295
2,0.051407590508461,3.0255661010742188,0.052941177040338516,2.9958324432373047
3,0.04651162773370743,2.999260902404785,0.052941177040338516,2.9961533546447754
0,0.06364749372005463,3.7000889778137207,0.052941177040338516,6.012928485870361
1,0.06609547138214111,3.3178868293762207,0.0470588244497776,7.31737756729126
0,0.04406364634633064,4.080207347869873,0.0470588244497776,7.6586503982543945
1,0.04773561656475067,4.005435943603516,0.052941177040338516,9.48550796508789
0,0.03794369474053383,4.199965000152588,0.052941177040338516,14.349206924438477
1,0.013463892042636871,4.144785404205322,0.052941177040338516,6.366300582885742
2,0.026927784085273743,4.019293785095215,0.0058823530562222,9.363015174865723
0,0.04773561656475067,3.021240472793579,0.0470588244497776,3.000256061553955
0,0.06119950860738754,3.2518703937530518,0.0470588244497776,6.708138465881348
1,0.036719705909490585,3.199361801147461,0.052941177040338516,11.677026748657227
2,0.051407590508461,3.1393980979919434,0.04117647185921669,8.132628440856934
