,loss,accuracy,val_loss,val_accuracy
0,2.4934237003326416,0.41860464215278625,1.9143534898757935,0.6000000238418579
1,1.1023316383361816,0.692778468132019,1.8454927206039429,0.6117647290229797
2,0.7874484062194824,0.7760097980499268,1.3934978246688843,0.6823529601097107
3,0.6655324697494507,0.8237454295158386,1.5622931718826294,0.6411764621734619
4,0.46745219826698303,0.8653610944747925,1.3356894254684448,0.7058823704719543
5,0.444408118724823,0.8629130721092224,1.045548915863037,0.7588235139846802
6,0.4689590036869049,0.8616890907287598,1.2514116764068604,0.7058823704719543
7,0.4345545768737793,0.8824969530105591,1.3088685274124146,0.6941176652908325
8,0.36073410511016846,0.9045287370681763,1.2075281143188477,0.7529411911964417
9,0.2646726965904236,0.9155446887016296,0.9512289762496948,0.7647058963775635
10,0.27629539370536804,0.9179926514625549,1.0686415433883667,0.7235293984413147
11,0.24970801174640656,0.9241126179695129,1.1316884756088257,0.7411764860153198
12,0.29971009492874146,0.9155446887016296,1.3495265245437622,0.7235293984413147
13,0.2158336341381073,0.9339045286178589,1.2890619039535522,0.7647058963775635
14,0.23575815558433533,0.930232584476471,1.1383637189865112,0.7411764860153198
15,0.2063216120004654,0.9351285099983215,0.9996117949485779,0.7647058963775635
16,0.18976588547229767,0.9363524913787842,0.981261670589447,0.770588219165802
17,0.19110311567783356,0.9461444020271301,1.0968471765518188,0.7117646932601929
18,0.13062907755374908,0.9596083164215088,1.0453455448150635,0.7823529243469238
19,0.10618060827255249,0.9608322978019714,1.0680536031723022,0.7588235139846802
20,0.15676778554916382,0.9522643685340881,0.9738335013389587,0.770588219165802
21,0.2078479826450348,0.9388005137443542,1.0223864316940308,0.7647058963775635
22,0.17902997136116028,0.9485924243927002,0.9629161953926086,0.7882353067398071
23,0.18591147661209106,0.9473684430122375,1.059335470199585,0.729411780834198
24,0.1462751179933548,0.9449204206466675,0.8810609579086304,0.770588219165802
25,0.14940762519836426,0.9510403871536255,1.0572113990783691,0.7411764860153198
26,0.11142931133508682,0.9645043015480042,1.0302973985671997,0.7764706015586853
27,0.16226555407047272,0.9571603536605835,1.1283488273620605,0.7352941036224365
28,0.14155985414981842,0.9608322978019714,1.0252825021743774,0.770588219165802
29,0.15345773100852966,0.9583843350410461,0.8290584087371826,0.770588219165802
30,0.12689924240112305,0.9596083164215088,0.8797110915184021,0.800000011920929
31,0.18062081933021545,0.9461444020271301,1.0478622913360596,0.7823529243469238
32,0.13297879695892334,0.9608322978019714,0.9973850846290588,0.8058823347091675
33,0.12362644821405411,0.9596083164215088,1.0512664318084717,0.770588219165802
34,0.10601617395877838,0.9730722308158875,1.1640487909317017,0.7117646932601929
35,0.14464370906352997,0.9608322978019714,1.0638223886489868,0.7588235139846802
36,0.10272479802370071,0.9694002270698547,0.8809312582015991,0.8058823347091675
37,0.11620242148637772,0.9559363722801208,1.0148030519485474,0.7823529243469238
38,0.14582860469818115,0.9534883499145508,1.129355549812317,0.7529411911964417
39,0.10741705447435379,0.9681762456893921,0.9309477210044861,0.7823529243469238
40,0.16100335121154785,0.9473684430122375,1.069740653038025,0.7941176295280457
