epoch,accuracy,loss,val_accuracy,val_loss
0,0.2509180009365082,92.72294616699219,0.23529411852359772,77.78738403320312
1,0.46389228105545044,69.30091857910156,0.3588235378265381,62.99265670776367
2,0.5556915402412415,57.69100570678711,0.364705890417099,54.28730392456055
3,0.6315789222717285,49.44580078125,0.47647058963775635,46.751590728759766
4,0.6621786952018738,42.97315979003906,0.47647058963775635,41.39607620239258
5,0.6952264308929443,37.71937942504883,0.47058823704719543,36.56013870239258
6,0.7148102521896362,33.280277252197266,0.47058823704719543,32.59758758544922
7,0.7258262038230896,29.57734489440918,0.4470588266849518,29.210664749145508
8,0.7099143266677856,26.520124435424805,0.48235294222831726,26.17745590209961
9,0.7417380809783936,23.637287139892578,0.42352941632270813,23.889738082885742
10,0.7148102521896362,21.24370574951172,0.5117647051811218,21.497522354125977
11,0.7392900586128235,19.10908317565918,0.4882352948188782,19.53759765625
12,0.7490820288658142,17.190961837768555,0.5058823823928833,17.690135955810547
13,0.7405140995979309,15.513935089111328,0.4588235318660736,16.272789001464844
14,0.7637698650360107,14.017144203186035,0.47647058963775635,14.89021110534668
15,0.7674418687820435,12.671175003051758,0.5117647051811218,13.46617317199707
16,0.7906976938247681,11.434305191040039,0.4117647111415863,12.506904602050781
17,0.7894737124443054,10.382163047790527,0.4882352948188782,11.24351978302002
18,0.7711138129234314,9.523110389709473,0.47058823704719543,10.290977478027344
19,0.7894737124443054,8.663664817810059,0.4176470637321472,10.3977689743042
20,0.7833537459373474,7.934874534606934,0.4529411792755127,9.01126766204834
21,0.800489604473114,7.227444648742676,0.5058823823928833,8.259156227111816
22,0.7931456565856934,6.66618537902832,0.4529411792755127,7.8745808601379395
23,0.7931456565856934,6.133845806121826,0.5058823823928833,7.135394096374512
24,0.8115054965019226,5.628324031829834,0.4941176474094391,6.951449871063232
25,0.794369637966156,5.238102436065674,0.47647058963775635,6.805829048156738
26,0.7955936193466187,4.848514556884766,0.4882352948188782,6.106921195983887
27,0.7870256900787354,4.584515571594238,0.42352941632270813,5.979326248168945
28,0.7698898315429688,4.369258880615234,0.4529411792755127,5.730447769165039
29,0.794369637966156,4.0392584800720215,0.43529412150382996,5.471306324005127
30,0.7747858166694641,3.7800443172454834,0.47647058963775635,5.21346378326416
0,0.2399020791053772,3.0766899585723877,0.2705882489681244,2.553765296936035
1,0.5079559087753296,1.796938180923462,0.39411765336990356,2.298424482345581
2,0.5740513801574707,1.4511535167694092,0.4588235318660736,2.0856730937957764
3,0.6414633989334106,1.1756131649017334,0.47058823704719543,1.9950530529022217
4,0.6768665909767151,1.0313363075256348,0.47647058963775635,1.9257593154907227
5,0.7319461703300476,0.8513773679733276,0.5352941155433655,1.902760624885559
6,0.7417380809783936,0.8621212840080261,0.4588235318660736,2.285412549972534
7,0.7906976938247681,0.6837037801742554,0.5,2.1979620456695557
8,0.8151775002479553,0.5733731985092163,0.5176470875740051,1.7772308588027954
9,0.8200734257698059,0.5759549736976624,0.5176470875740051,2.001769542694092
10,0.8115054965019226,0.6129855513572693,0.5,1.8980644941329956
11,0.822521448135376,0.5862239003181458,0.5176470875740051,2.1536428928375244
12,0.8457772135734558,0.5076263546943665,0.47058823704719543,2.058396577835083
13,0.8567931652069092,0.4695335924625397,0.5235294103622437,1.990120768547058
14,0.8727050423622131,0.45736074447631836,0.4941176474094391,1.931699514389038
15,0.8616890907287598,0.4923996031284332,0.4941176474094391,2.1507346630096436
16,0.880048930644989,0.4045962691307068,0.5,2.0406382083892822
17,0.8739290237426758,0.39953306317329407,0.5352941155433655,2.110970973968506
18,0.8873928785324097,0.37697845697402954,0.5647059082984924,1.8377408981323242
19,0.892288863658905,0.3453674614429474,0.5470588207244873,1.8051562309265137
20,0.902080774307251,0.347847580909729,0.5235294103622437,1.9615000486373901
21,0.895960807800293,0.3757525086402893,0.5058823823928833,2.010793447494507
22,0.880048930644989,0.34713131189346313,0.529411792755127,2.0060877799987793
23,0.8898409008979797,0.3688727617263794,0.5411764979362488,2.0450799465179443
24,0.9060975313186646,0.3344378173351288,0.5235294103622437,2.1126596927642822
25,0.9118726849555969,0.287505567073822,0.5529412031173706,1.746063232421875
26,0.9192166328430176,0.26604413986206055,0.5588235259056091,1.92874014377594
