,loss,accuracy,val_loss,val_accuracy
0,2.6924736499786377,0.3916768729686737,2.287659168243408,0.5176470875740051
1,1.5762821435928345,0.6291309595108032,2.149523973464966,0.6235294342041016
2,1.281898856163025,0.696450412273407,1.824610948562622,0.6411764621734619
3,1.1439902782440186,0.7282741665840149,1.536704182624817,0.7058823704719543
4,0.9199949502944946,0.7772337794303894,1.4444119930267334,0.7588235139846802
5,0.9325730204582214,0.7747858166694641,1.6590545177459717,0.7117646932601929
6,0.7934693694114685,0.8176254630088806,1.1981821060180664,0.7764706015586853
7,0.8133875131607056,0.7968176007270813,1.3450442552566528,0.7882353067398071
8,0.6821991205215454,0.8139534592628479,0.9453401565551758,0.800000011920929
9,0.6838898658752441,0.8372092843055725,1.509184718132019,0.7235293984413147
10,0.6664865016937256,0.8274173736572266,1.0194443464279175,0.8058823347091675
11,0.531525194644928,0.8604651093482971,1.403658151626587,0.770588219165802
12,0.6316704750061035,0.8609756231307983,1.2757707834243774,0.7941176295280457
13,0.6896103620529175,0.8408812880516052,1.0933959484100342,0.8058823347091675
14,0.581155002117157,0.8702570199966431,1.022449254989624,0.7941176295280457
15,0.5108696222305298,0.8751530051231384,1.2204346656799316,0.8352941274642944
16,0.5363563895225525,0.880048930644989,1.574897289276123,0.7882353067398071
17,0.4722774922847748,0.8898409008979797,1.4707934856414795,0.7941176295280457
18,0.462653249502182,0.8873928785324097,1.6348015069961548,0.800000011920929
19,0.5414858460426331,0.8947368264198303,1.7605094909667969,0.770588219165802
20,0.5273433923721313,0.8837209343910217,1.372200608253479,0.7823529243469238
21,0.3506915271282196,0.908200740814209,1.287190318107605,0.8176470398902893
22,0.5095959901809692,0.8910648822784424,1.5243765115737915,0.800000011920929
23,0.5248492360115051,0.8996328115463257,1.1090586185455322,0.8294117450714111
24,0.6002024412155151,0.908200740814209,1.1076114177703857,0.8117647171020508
25,0.4381375312805176,0.9069767594337463,1.1087907552719116,0.8529411554336548
26,0.3689378798007965,0.9167686700820923,1.1297039985656738,0.841176450252533
27,0.5048266053199768,0.886168897151947,1.7472435235977173,0.7882353067398071
28,0.3569182753562927,0.9130966663360596,1.3368204832077026,0.8529411554336548
29,0.3858007788658142,0.9024389982223511,1.156894326210022,0.7941176295280457
30,0.43390271067619324,0.9057527780532837,1.3341821432113647,0.8470588326454163
31,0.3344225585460663,0.9216646552085876,1.1532686948776245,0.8705882430076599
32,0.4899197220802307,0.9069767594337463,1.2762987613677979,0.8647058606147766
33,0.5022473931312561,0.8935128450393677,1.3289791345596313,0.8294117450714111
34,0.4125870168209076,0.9216646552085876,1.6510047912597656,0.8235294222831726
35,0.36887869238853455,0.9241126179695129,1.612466812133789,0.800000011920929
36,0.4945510923862457,0.9057527780532837,1.5665273666381836,0.8529411554336548
37,0.34287476539611816,0.9265605807304382,1.7555874586105347,0.7588235139846802
38,0.29610785841941833,0.9290085434913635,1.6287298202514648,0.8294117450714111
39,0.2836246192455292,0.9375764727592468,1.0576852560043335,0.8588235378265381
40,0.25598692893981934,0.9461444020271301,1.4087584018707275,0.8176470398902893
41,0.4143233299255371,0.9228886365890503,1.7704919576644897,0.8235294222831726
42,0.47069960832595825,0.9045287370681763,1.5879395008087158,0.8470588326454163
43,0.2587660551071167,0.9412484765052795,1.050170660018921,0.8470588326454163
44,0.31053608655929565,0.9388005137443542,1.8818955421447754,0.8117647171020508
45,0.397688090801239,0.9253365993499756,1.5406734943389893,0.7823529243469238
46,0.3525940477848053,0.9290085434913635,1.6253712177276611,0.8529411554336548
47,0.3455177843570709,0.9339045286178589,1.7154477834701538,0.8176470398902893
48,0.4142828583717346,0.9204406142234802,1.8771549463272095,0.8294117450714111
49,0.33737343549728394,0.9436964392662048,1.4288278818130493,0.8176470398902893
50,0.43219631910324097,0.9216646552085876,1.7427459955215454,0.8294117450714111
51,0.38973185420036316,0.9314565658569336,1.1194658279418945,0.8647058606147766
